"subject","activity","[mean of] tBodyAcc-mean()-X","[mean of] tBodyAcc-mean()-Y","[mean of] tBodyAcc-mean()-Z","[mean of] tBodyAcc-std()-X","[mean of] tBodyAcc-std()-Y","[mean of] tBodyAcc-std()-Z","[mean of] tGravityAcc-mean()-X","[mean of] tGravityAcc-mean()-Y","[mean of] tGravityAcc-mean()-Z","[mean of] tGravityAcc-std()-X","[mean of] tGravityAcc-std()-Y","[mean of] tGravityAcc-std()-Z","[mean of] tBodyAccJerk-mean()-X","[mean of] tBodyAccJerk-mean()-Y","[mean of] tBodyAccJerk-mean()-Z","[mean of] tBodyAccJerk-std()-X","[mean of] tBodyAccJerk-std()-Y","[mean of] tBodyAccJerk-std()-Z","[mean of] tBodyGyro-mean()-X","[mean of] tBodyGyro-mean()-Y","[mean of] tBodyGyro-mean()-Z","[mean of] tBodyGyro-std()-X","[mean of] tBodyGyro-std()-Y","[mean of] tBodyGyro-std()-Z","[mean of] tBodyGyroJerk-mean()-X","[mean of] tBodyGyroJerk-mean()-Y","[mean of] tBodyGyroJerk-mean()-Z","[mean of] tBodyGyroJerk-std()-X","[mean of] tBodyGyroJerk-std()-Y","[mean of] tBodyGyroJerk-std()-Z","[mean of] tBodyAccMag-mean()","[mean of] tBodyAccMag-std()","[mean of] tGravityAccMag-mean()","[mean of] tGravityAccMag-std()","[mean of] tBodyAccJerkMag-mean()","[mean of] tBodyAccJerkMag-std()","[mean of] tBodyGyroMag-mean()","[mean of] tBodyGyroMag-std()","[mean of] tBodyGyroJerkMag-mean()","[mean of] tBodyGyroJerkMag-std()","[mean of] fBodyAcc-mean()-X","[mean of] fBodyAcc-mean()-Y","[mean of] fBodyAcc-mean()-Z","[mean of] fBodyAcc-std()-X","[mean of] fBodyAcc-std()-Y","[mean of] fBodyAcc-std()-Z","[mean of] fBodyAcc-meanFreq()-X","[mean of] fBodyAcc-meanFreq()-Y","[mean of] fBodyAcc-meanFreq()-Z","[mean of] fBodyAccJerk-mean()-X","[mean of] fBodyAccJerk-mean()-Y","[mean of] fBodyAccJerk-mean()-Z","[mean of] fBodyAccJerk-std()-X","[mean of] fBodyAccJerk-std()-Y","[mean of] fBodyAccJerk-std()-Z","[mean of] fBodyAccJerk-meanFreq()-X","[mean of] fBodyAccJerk-meanFreq()-Y","[mean of] fBodyAccJerk-meanFreq()-Z","[mean of] fBodyGyro-mean()-X","[mean of] fBodyGyro-mean()-Y","[mean of] fBodyGyro-mean()-Z","[mean of] fBodyGyro-std()-X","[mean of] fBodyGyro-std()-Y","[mean of] fBodyGyro-std()-Z","[mean of] fBodyGyro-meanFreq()-X","[mean of] fBodyGyro-meanFreq()-Y","[mean of] fBodyGyro-meanFreq()-Z","[mean of] fBodyAccMag-mean()","[mean of] fBodyAccMag-std()","[mean of] fBodyAccMag-meanFreq()","[mean of] fBodyBodyAccJerkMag-mean()","[mean of] fBodyBodyAccJerkMag-std()","[mean of] fBodyBodyAccJerkMag-meanFreq()","[mean of] fBodyBodyGyroMag-mean()","[mean of] fBodyBodyGyroMag-std()","[mean of] fBodyBodyGyroMag-meanFreq()","[mean of] fBodyBodyGyroJerkMag-mean()","[mean of] fBodyBodyGyroJerkMag-std()","[mean of] fBodyBodyGyroJerkMag-meanFreq()"
"91","3","STANDING",0.271879710147541,-0.0151644613360656,-0.111662459016393,-0.895931824590164,-0.829576746903279,-0.919697639508197,-0.0812559642622951,0.68474704833352,0.281030117868852,-0.950864646393443,-0.975816504590164,-0.975149836557377,0.0864508048360656,0.0108604688318525,-0.0023991783742623,-0.889841214754098,-0.851907186885246,-0.956309061147541,-0.0164498507863934,-0.0920127618918033,0.141137259327869,-0.911882068852459,-0.92457631295082,-0.92764177442623,-0.103092016836066,-0.0371412171442623,-0.0647848522491803,-0.911435536393443,-0.965919478852459,-0.942730494098361,-0.87519180852459,-0.894233107377049,-0.87519180852459,-0.894233107377049,-0.892524843442623,-0.88439841,-0.882470273442623,-0.89883467,-0.946601784098361,-0.951720344754098,-0.899771279344262,-0.841092095016393,-0.928972918360656,-0.894554079344262,-0.83426944924918,-0.920248372295082,-0.18344133387541,0.270422138896721,0.182654831494098,-0.900223330491803,-0.862083920983607,-0.950190113278689,-0.889239070163934,-0.85077274847541,-0.961136867213115,0.159104633562295,-0.00729026590163934,0.020797646147541,-0.887832366885246,-0.937027762295082,-0.921521185409836,-0.919691367868852,-0.918853169344262,-0.93658556,-0.0005775363,-0.465296431121311,0.114291166672131,-0.889245239508197,-0.913703478688525,0.254808911918033,-0.884303107213115,-0.88464663147541,0.242326886901639,-0.917352903934426,-0.904341546065574,-0.18272038322623,-0.950174824754098,-0.957374087868852,0.228627665311475
"92","3","WALKING",0.268330259835959,-0.0164449228272189,-0.105590230050977,-0.783538812109187,-0.700565814109839,-0.796635620475634,0.715128772801162,0.00828441633049217,0.210063325652545,-0.953489675972757,-0.934784551421327,-0.932145389184628,0.0779264045752979,0.00311381145420882,-0.00565997969749021,-0.827926245059429,-0.794995049717846,-0.911005650733648,-0.0171606371127257,-0.08227923871981,0.0991510652619439,-0.827593903410247,-0.857878919157075,-0.794777966357463,-0.10497013867446,-0.0406128473518259,-0.0591321700349929,-0.857239449741429,-0.942302520552507,-0.867783037252333,-0.74220200106598,-0.736755119792958,-0.74220200106598,-0.736755119792958,-0.83149045368981,-0.831635937472199,-0.770090470045424,-0.807899134352986,-0.903765706648079,-0.914211885257517,-0.802362584360264,-0.726374175180675,-0.842056105028845,-0.777145134722735,-0.707166979305225,-0.789367270084487,-0.17897057572619,-0.0431589615117052,-0.0355211668256217,-0.835357581676351,-0.799195149794916,-0.899083518868526,-0.835868769261791,-0.805041497940402,-0.921942469295316,0.0102838141019947,-0.186807592714945,-0.105790296646807,-0.803237713643332,-0.889693150854316,-0.796104843683727,-0.836564143233201,-0.842856813692295,-0.814023017076718,-0.147514480092093,-0.391869373866939,-0.156154297984753,-0.761090962641378,-0.76545645559545,-0.0441252561380632,-0.820734537671219,-0.847230891446344,0.17373201133882,-0.84207776969177,-0.819151160801139,-0.190107275199915,-0.911449455053018,-0.924401811149644,0.0862837082613858
"93","30","LAYING",0.278340695,-0.0175555369404286,-0.106516152471429,-0.690370807628571,-0.565199198665857,-0.648073255085714,0.228959523285714,0.190571134571429,0.382139322571429,-0.967350629857143,-0.978676497142857,-0.98015021,0.0728017029428571,0.00863995811857143,-0.008857011108,-0.632050480540857,-0.605092122357043,-0.763258067857143,-0.0376043763671429,-0.0719504788714286,0.0922543434314286,-0.761352141428571,-0.733486567142857,-0.716698904142857,-0.0962884959228571,-0.0504391284,-0.0550862833728571,-0.688124129714286,-0.782135580571429,-0.792995194428571,-0.624069746714286,-0.7009301079,-0.624069746714286,-0.7009301079,-0.65000066846,-0.621997212121429,-0.690740049714286,-0.741822964,-0.762182009571429,-0.771675973714286,-0.687640617414286,-0.573376045162857,-0.701699853857143,-0.692773361785714,-0.588178539878571,-0.646958539401429,-0.405531466228571,0.0922373798728571,0.0880076838772429,-0.667524099385714,-0.634071642042857,-0.751741099714286,-0.62891488455,-0.600142695768571,-0.773627932,-0.0177580776202857,-0.0786007353285714,-0.0443374891158571,-0.686257663857143,-0.732733356714286,-0.712812817714286,-0.785461944428571,-0.737817511857143,-0.744276537428571,-0.0269615187928571,-0.287496900978571,0.169235415905714,-0.685938106871429,-0.756843427857143,0.0406082302428571,-0.644066280777143,-0.597405785927143,0.308536299115714,-0.746300644428571,-0.784861434,0.0139994188571429,-0.788130049571429,-0.767077526428571,0.204509696548571
"94","30","SITTING",0.269515847112903,-0.0186930469425806,-0.100812789854839,-0.95719314516129,-0.943947242419355,-0.933203983387097,0.0963816900967742,0.475063650516129,0.593779147290323,-0.942384806451613,-0.979290181935484,-0.939321689193548,0.08514011635,0.0133022524672581,-0.0205142693133871,-0.981172235806452,-0.962496202419355,-0.979759907741935,-0.0308616946774194,-0.128042070306452,0.102548997387097,-0.969909887580645,-0.950832211129032,-0.972569863387097,-0.0966699213,-0.0320478610274194,-0.062139441983871,-0.979632542580645,-0.977461625483871,-0.98513729483871,-0.948995483225806,-0.931204496129032,-0.948995483225806,-0.931204496129032,-0.977760469677419,-0.971355017096774,-0.942212817903226,-0.941682120967742,-0.981959959516129,-0.97688100016129,-0.964851580806452,-0.946689497258065,-0.950795094516129,-0.954856721451613,-0.945261261129032,-0.928763840806452,-0.336523672196774,0.0614773253436452,0.0155820034240323,-0.980444080645161,-0.963175146612903,-0.976989036129032,-0.983874568225806,-0.964489432903226,-0.981142083548387,0.0998850895903226,-0.122169123451613,-0.0171673929919355,-0.966376858225806,-0.959223584354839,-0.972422311612903,-0.971251715806452,-0.947150253870968,-0.975141438225806,-0.0947163291677419,-0.292165342880645,0.106363065564516,-0.940824576290323,-0.936143099516129,-0.0153282613709677,-0.971168068064516,-0.970648501129032,0.270571627680645,-0.954554689354839,-0.943415006290323,-0.121190703153226,-0.977914957580645,-0.976992855806452,0.204051560627419
"95","30","STANDING",0.27860240220339,-0.0144771747966102,-0.112979929118644,-0.992083010847458,-0.964468981694915,-0.954869296271186,0.93551465,0.0452618681694915,-0.0174115326779661,-0.995049473898305,-0.980118912881356,-0.961684062881356,0.0754168794067797,0.0166756906415458,0.00361671838864407,-0.988419633050847,-0.976422593559322,-0.985663940677966,-0.016694199559322,-0.0522247080881356,0.0704009059491525,-0.985839062711864,-0.973224076271186,-0.973822968305085,-0.101862626661017,-0.0400164175084746,-0.0510248687288136,-0.987934880508475,-0.989091129661017,-0.986419630847458,-0.971971145932203,-0.969447903728814,-0.971971145932203,-0.969447903728814,-0.98476238440678,-0.985585049322034,-0.960371225254237,-0.966440416440678,-0.989274889491525,-0.989422320677966,-0.990499462033898,-0.965781237457627,-0.969014698813559,-0.99284476220339,-0.965251304237288,-0.950765391694915,0.0895160752135593,0.155801036627119,0.0851177626864407,-0.988787580847458,-0.97669657779661,-0.983278595423729,-0.989050822033898,-0.977831474237288,-0.986665790677966,0.225560460745763,-0.0358745974813559,0.00763117777627119,-0.981802624237288,-0.977702874745763,-0.973332984576271,-0.987163830677966,-0.971035078644068,-0.97640405338983,0.0680820342152542,-0.188162788016949,0.035599111559322,-0.974015238644068,-0.97151311440678,0.218568265676271,-0.984344848983051,-0.986140068474576,0.319586833205085,-0.974510691525424,-0.967152913898305,0.013130187920339,-0.98912739338983,-0.990251334915254,0.244970864263729
"96","30","WALKING",0.279699125137304,-0.0189716687349049,-0.110231949758842,-0.432444785237386,-0.25964297570823,-0.462479080814557,0.860320129301075,-0.34412802556493,-0.174583559624318,-0.961425675690653,-0.955358260897436,-0.940796956620347,0.0875483588232754,-0.00611397769563524,-0.0138492548928106,-0.50671572382804,-0.449807544705302,-0.634823824317098,-0.027406106863603,-0.0725993975573242,0.080642818633416,-0.662577677686104,-0.623690268708023,-0.483228564081166,-0.102643527156592,-0.040226983538354,-0.049687097523507,-0.680876741506534,-0.700271063361456,-0.685542814698925,-0.353528844674624,-0.416459322642349,-0.353528844674624,-0.416459322642349,-0.509353624388701,-0.471323996252283,-0.489575149100802,-0.61061863496005,-0.687828291439206,-0.719217810253929,-0.476983703425724,-0.316001867845037,-0.513408999178859,-0.417048611054591,-0.278594615831472,-0.478457068930703,-0.25292195715952,-0.0752630579270339,-0.00678372906712572,-0.529264993757651,-0.467492943443887,-0.609941798037485,-0.528037748437163,-0.469730093431596,-0.658268900954349,-0.0851201075624979,-0.315378865860993,-0.24031105990172,-0.599577811736146,-0.608179885354508,-0.502892676381224,-0.684304739075682,-0.637145889033085,-0.528054202758023,-0.22599173165383,-0.161047103340852,-0.195747917702655,-0.414759831091977,-0.50900240432483,0.0156800514701654,-0.463264106569586,-0.487944883108552,0.113481830360146,-0.63720955810091,-0.66131844719512,-0.0559722460528288,-0.717876684355666,-0.743472570379653,0.09820236753134
"97","4","LAYING",0.272317268592593,-0.0199521791740741,-0.104137946481481,-0.97060094962963,-0.925782896296296,-0.901168675962963,0.264606701481481,0.265336013074074,0.468255677994444,-0.956693122222222,-0.954267958888889,-0.930996825185185,0.0826820575740741,0.0163523215318519,-0.00194587570481481,-0.982741449074074,-0.977101945555556,-0.974071925740741,-0.024712468282963,-0.0875648000555556,0.0941169315185185,-0.974375848333333,-0.937907247962963,-0.949076707962963,-0.101393027648148,-0.0373143428518519,-0.0594161971259259,-0.982203388518519,-0.974255545185185,-0.988002997592593,-0.931077198333333,-0.913100634814815,-0.931077198333333,-0.913100634814815,-0.979948737962963,-0.973216531111111,-0.920372962037037,-0.921368351296296,-0.981061195,-0.973799784814815,-0.973313289259259,-0.94900987462963,-0.938413869814815,-0.969800162592593,-0.920338592777778,-0.891873226777778,-0.113615216653333,0.0487991460518519,0.0894863985,-0.982640345185185,-0.976983596111111,-0.970571756666667,-0.984492945740741,-0.979004483518519,-0.976179430740741,0.221650297481481,-0.0617635364685185,0.0374121712,-0.970720487222222,-0.949932453518519,-0.956866948888889,-0.975720467037037,-0.932521520740741,-0.951620690555556,0.0474186796481481,-0.137263186557407,0.0795164736444444,-0.935993458703704,-0.915806586851852,0.0475668398925926,-0.972994216666667,-0.972541235,0.193041492390741,-0.941518279074074,-0.922985763518518,0.0315387409759259,-0.975082007777778,-0.973743693148148,0.126738907738889
"98","4","SITTING",0.2753461472,-0.014158543892,-0.10513939588,-0.9888942756,-0.9643717262,-0.9482650528,0.9043834504,0.03691170628,-0.06312527958,-0.9845040016,-0.9803403598,-0.9506723808,0.07598235084,0.0088186254281,-0.0030740709176,-0.9889618532,-0.9822582768,-0.9812774382,-0.040508825268,-0.07535191832,0.07398136162,-0.9573862046,-0.9637741496,-0.9628117004,-0.09685322138,-0.04539832646,-0.049455188178,-0.9831214634,-0.982580198,-0.988326136,-0.9682383658,-0.96009578,-0.9682383658,-0.96009578,-0.985519746,-0.982713145,-0.9378804522,-0.9382983704,-0.9856487472,-0.9817345732,-0.9887943854,-0.9701285598,-0.9630166172,-0.9890211814,-0.9631131154,-0.94432408,-0.019917743046,0.08486917916,0.13138687778,-0.9889268372,-0.982256653,-0.978522169,-0.9900342478,-0.9835779718,-0.9826300218,0.274893468376,-0.03225351568,0.0350626117,-0.9640901746,-0.9675912128,-0.9700846056,-0.9566999198,-0.9620855026,-0.9642224954,-0.069795403942,-0.099038093368,-0.010819246156,-0.9678575048,-0.9619032354,0.168782871538,-0.9818524038,-0.9827391586,0.33894253734,-0.957033822,-0.9381124942,0.02750138844,-0.9821183062,-0.9821828958,0.121983033086
"99","4","STANDING",0.278377461964286,-0.0204158361714286,-0.10858899536625,-0.851555263878571,-0.797971956053571,-0.762857347396429,0.913200831428571,-0.0931407019464286,-0.185599203433929,-0.974580704821429,-0.973024477857143,-0.936191466428571,0.0641030763571429,0.0185142346048214,-0.0279146628641429,-0.870437435535714,-0.865144035,-0.878104499232143,-0.0241213531591071,-0.0758987001044643,0.0731297635357143,-0.890582398214286,-0.836650260357143,-0.818704953060714,-0.115023973946429,-0.0430799997928571,-0.0616074215964286,-0.907255859285714,-0.891058639053571,-0.907498533214286,-0.798511632653571,-0.8230297075,-0.798511632653571,-0.8230297075,-0.862660242321429,-0.865880029946429,-0.819085311660714,-0.83719387,-0.897424309142857,-0.9013765765,-0.853375255142857,-0.818326046160714,-0.799721338892857,-0.851293714616071,-0.799925753508929,-0.762005999821429,0.00358517501607143,0.0482835590641071,0.0424990918267857,-0.871646219107143,-0.86613623375,-0.863198813035714,-0.881039766482143,-0.87388963375,-0.891907870089286,0.1602963932625,-0.105096873885179,-0.0845174810035714,-0.864335828571429,-0.841273393571429,-0.835332596678571,-0.899463003964286,-0.835441293678571,-0.8303773884125,-0.108860876608929,-0.105883633832143,-0.0581915122535714,-0.824285608,-0.850292211071429,0.127282174089286,-0.860775591964286,-0.872697483553571,0.184195891733571,-0.848492290535714,-0.8589869275,0.043448612125,-0.8965705185,-0.915499789107143,0.13692974025
"100","4","WALKING",0.276145214894444,-0.0190751413273254,-0.111978535720342,-0.389659115718704,-0.273736129361241,-0.129395466800271,0.583697512396011,-0.00102354085042736,0.101229720787464,-0.961330867954416,-0.958450399,-0.934178823491453,0.085525926355349,0.0165370830144587,-0.00537147644530912,-0.333759754857479,-0.345220213805128,-0.305377473424694,-0.032402773606396,-0.0820318477172222,0.0865139217584829,-0.614537897296296,-0.121944146314957,-0.395082235521439,-0.0829431186779772,-0.0427633160776923,-0.0668313061830085,-0.538553630763533,-0.15077905638916,-0.551351189270655,-0.264513640920028,-0.306574768637031,-0.264513640920028,-0.306574768637031,-0.289498181253105,-0.230422991008761,-0.263874379395617,-0.204705124328718,-0.316627171076781,-0.191651838004157,-0.337718117197764,-0.272325299757835,-0.165700674332806,-0.413382279584758,-0.322414218385356,-0.181605279041481,-0.341396359825712,0.027720070664495,0.141889840863889,-0.35790129527735,-0.369716728583148,-0.276573902099886,-0.370450532939387,-0.366035968176011,-0.33643733994943,-0.139647441519103,-0.156041652701868,-0.169958181740028,-0.494507080665954,-0.122564031329402,-0.386949633816923,-0.653894302712251,-0.131572089872977,-0.455035461747407,0.0126919756341952,0.000907853491581194,0.0116929903971368,-0.223352270631054,-0.46768982666859,0.138444168328205,-0.208568864309943,-0.266483439852436,0.193579026491254,-0.177596890783376,-0.370372012815057,0.280564495510014,-0.227303576622051,-0.207299289738547,0.187763177761382
"101","5","LAYING",0.281054512115385,-0.0273077263282692,-0.103535957011538,-0.385779448461538,-0.428676275773077,-0.411755077453846,0.938473589807692,-0.0936464729692308,-0.1031140178575,-0.968298113653846,-0.934242890769231,-0.90040041,0.0907565109807692,0.00600636381980769,0.00596334983365385,-0.414798081442308,-0.589996210711538,-0.650805274423077,-0.110233842182692,-0.0632726303988462,0.123835203519231,-0.556202300961538,-0.583578955384615,-0.411906819382308,-0.0886958729892308,-0.03103605165,-0.0544650926615385,-0.699983574423077,-0.716563653846154,-0.683245884230769,-0.353398965730769,-0.355199575730769,-0.353398965730769,-0.355199575730769,-0.5095536068,-0.433962608884615,-0.383821783973077,-0.544687029615385,-0.706811782884615,-0.724144341153846,-0.399129104,-0.472989436192308,-0.476088678569808,-0.384244542519231,-0.443936088096154,-0.423471295403846,-0.181424019038462,-0.0889034912307692,-0.0477099009269231,-0.464213946961538,-0.604669143846154,-0.612256423423077,-0.417185728653846,-0.603121663346154,-0.688641988461538,-0.242239199211538,-0.3632353961925,-0.26325604175,-0.524367349384615,-0.604121988826923,-0.491869189894231,-0.570663369230769,-0.576402889423077,-0.445902412803846,-0.2859749925,-0.192493423865385,-0.260937876001154,-0.359382841615385,-0.454681033403846,0.0184998619846154,-0.437651664826923,-0.435711707461538,0.0133507358634615,-0.602170616346154,-0.586480244807692,-0.159108187403846,-0.725169756538461,-0.742820843269231,0.0542872106769231
"102","5","SITTING",0.274471660227273,-0.01413923307275,-0.110468228954545,-0.178621366522727,-0.289555857909091,-0.218302018886364,0.909419923636364,-0.0204148074227273,-0.19713535425,-0.949204861363636,-0.907067135681818,-0.874780084545455,0.125762907595455,-0.0288955878636364,-0.0288222173531818,-0.245703480954545,-0.516122119272727,-0.611569838409091,-0.126624651340909,-0.0494110943022727,0.134154024234091,-0.332760393863636,-0.374168180909091,-0.224057360545455,-0.0703718304977273,-0.0541510527272727,-0.0482753729340909,-0.620723835909091,-0.646745673409091,-0.596419144545455,-0.137803399288636,-0.215683353060455,-0.137803399288636,-0.215683353060455,-0.377909040454545,-0.338836707927273,-0.103522996402273,-0.398061255227273,-0.621955284318182,-0.681879836818182,-0.215251282584091,-0.343020506727273,-0.355026726409091,-0.166100822875,-0.310192903409091,-0.209235842790909,-0.401756979734091,-0.124187356984091,-0.210243260068182,-0.32048122025,-0.528927529909091,-0.579425314090909,-0.237992851909091,-0.536805003772727,-0.642036099772727,-0.438335342818182,-0.442251429681818,-0.540646875,-0.288352596477273,-0.44528343,-0.330042625522727,-0.354310611681818,-0.340965559522727,-0.265464697977273,-0.226486386040909,-0.319892077772727,-0.388783700522727,-0.211730436681818,-0.341707098772727,-0.0235882579136364,-0.325269918327273,-0.362515957840909,-0.0146615124477273,-0.481492777045455,-0.44798031625,-0.155136484525,-0.667344546590909,-0.725871029545455,0.142595492031818
"103","5","STANDING",0.2807106775,-0.0193158370161786,-0.110037083714286,-0.173328473928571,-0.254259414714286,-0.0348143230832143,0.887424160178571,-0.0259794994721429,-0.0705695561817857,-0.974788136785714,-0.96514331625,-0.948482215714286,0.0449283952946429,0.0282634697678571,0.0209778620535714,-0.198321449726786,-0.326396115535714,-0.383260185107143,-0.0785220319285714,-0.0640195451839286,0.107862506564286,-0.492516684821429,-0.46653906075,-0.301101685858214,-0.0914058397339286,-0.0431957201785714,-0.0554453463032143,-0.553446353571429,-0.546910685892857,-0.458175213571429,-0.0784224850357143,-0.25549966125,-0.0784224850357143,-0.25549966125,-0.225235925089286,-0.256545195892857,-0.310850997010714,-0.479839589821429,-0.52356589375,-0.581006657678571,-0.236406483357143,-0.286632520178571,-0.202458065196429,-0.15126791225,-0.286155651232143,-0.0247575985264286,-0.356389105982143,0.0155969355446429,0.0359723570267857,-0.289064231698214,-0.389778104464286,-0.359748386160714,-0.178911732310714,-0.305129234964286,-0.406464884464286,-0.3768150225,-0.306754596464286,-0.343791522625,-0.413701534285714,-0.439203449107143,-0.275197225744643,-0.51997179125,-0.488666912321429,-0.374757190571429,-0.183427262178571,-0.00532968382625,-0.128889700732143,-0.221417893214286,-0.39388364725,0.101533106001786,-0.263203203419643,-0.254844566535714,0.119248774142857,-0.501187409821429,-0.556812647678571,0.0939483534696429,-0.587155897142857,-0.602320066071429,0.193163136501786
"104","5","WALKING",0.26905582058118,-0.0211813233843212,-0.100498818598024,-0.882533821603343,-0.81947659371074,-0.832070281616109,0.336578903665147,0.0785583565928761,0.105926836679078,-0.959825879242655,-0.95357206121074,-0.940704246099671,0.0825300731792933,0.00833296247267224,0.00366509679233156,-0.879515946564083,-0.867046603765198,-0.913727746343718,-0.034247185358194,-0.0676143254445137,0.098099401679154,-0.894789562350557,-0.882596569522543,-0.865452781550659,-0.0944125648140831,-0.0430141637847138,-0.0524406743208587,-0.899125304050152,-0.919182229864488,-0.909611924302178,-0.839709481935787,-0.841242303651216,-0.839709481935787,-0.841242303651216,-0.881448403979737,-0.873987483650962,-0.843149344887538,-0.863430475108916,-0.913971929922746,-0.914507246127153,-0.88565455650152,-0.84203388445542,-0.868877901991388,-0.881820064154002,-0.821322142785461,-0.827398396348987,-0.172491616733232,-0.0250392378688197,0.140107979552342,-0.890617095798936,-0.876601565337893,-0.907554803899443,-0.879398903877933,-0.8660995313308,-0.918437411399443,0.00658383130162107,-0.133877289677482,-0.0591219732144884,-0.872149554678318,-0.888051394280648,-0.858830765618997,-0.902315657635512,-0.881527873994428,-0.880442392203647,-0.0870269257303445,-0.0754920420666439,-0.00486229619436424,-0.851579210169706,-0.862605954307244,0.0982840390685284,-0.877633335867275,-0.869152763962766,0.168509577738571,-0.88086076747847,-0.876655369888551,-0.0410308460036221,-0.917485921128419,-0.916617040254559,0.109688530210613
"105","6","LAYING",0.274608366491228,-0.0140434369333333,-0.11130248345614,-0.919571948245614,-0.844863847585965,-0.877446759649123,0.909681945964912,-0.00706724463157895,0.0560010804157895,-0.981460950701754,-0.955724720877193,-0.946034288947368,0.0763054397719298,0.0167080911807018,-0.00165808507719298,-0.920305229824561,-0.899075113157895,-0.954625189824561,-0.0447358512905263,-0.0871969714035088,0.0910858747192982,-0.877611321578947,-0.879671385859649,-0.894339577894737,-0.123090359175439,-0.0285190977280702,-0.0532964290133333,-0.921242115087719,-0.951718624035088,-0.934654410350877,-0.881276772140351,-0.883226012807018,-0.881276772140351,-0.883226012807018,-0.922347287017544,-0.914923359649123,-0.837911034014035,-0.839809414014737,-0.941786442631579,-0.946647511403509,-0.912314302105263,-0.85846105454386,-0.910193961403509,-0.922949657368421,-0.847278424561754,-0.870119270175439,-0.00823312561754386,-0.00594446619473684,0.0126014724191228,-0.919724661403509,-0.902920855087719,-0.947132880877193,-0.928443437192983,-0.901894824385965,-0.961083358245614,0.166957352666667,-0.137493716789474,-0.0249479388508772,-0.871868932982456,-0.906111517192982,-0.896610937017544,-0.881074255614035,-0.867534442140351,-0.903410539298246,-0.220039456295789,-0.185028081140351,-0.120625053175439,-0.888644442280702,-0.89800898,0.0180277993245614,-0.910120774736842,-0.921216557192982,0.234420480613158,-0.879709533333333,-0.843415886561404,-0.219041440994737,-0.944888531578947,-0.953100049298246,0.0669015718842105
"106","6","SITTING",0.265586039818182,-0.0177113529636364,-0.107364739385455,-0.196880214945455,-0.115886848221818,-0.22858186746,0.941119338181818,-0.0958542401818182,0.00830026390867273,-0.962476680727273,-0.946796451454545,-0.886362612545455,0.0714807176818182,0.0142834988165455,-0.0508352678472727,-0.218670583218182,-0.259812028875818,-0.589955371581818,0.0496498005927273,-0.131539748350909,0.0825883900163636,-0.408250511776364,-0.172175454749091,-0.322986636829091,-0.118847783287273,-0.0501417133609091,-0.0518124364909091,-0.489871037818182,-0.611197742,-0.483274577054545,-0.109965347281091,-0.2467266383832,-0.109965347281091,-0.2467266383832,-0.296832688832727,-0.255589087087273,-0.113005921265455,-0.275241978866909,-0.546859994181818,-0.625001346363636,-0.1995803068,-0.1411670635,-0.366489709058182,-0.197582543945455,-0.159174079092727,-0.223767904443636,-0.219040844690909,0.0189566113036364,-0.0707952252181818,-0.233216087912727,-0.285246958109091,-0.538525381345455,-0.275596236118909,-0.283006616429091,-0.642130152909091,-0.133410746218182,-0.339424189036364,-0.151190266836364,-0.324096027870909,-0.3345204472,-0.265881913907273,-0.438528239818182,-0.100979496163636,-0.405647783112727,-0.176535908854545,-0.256070239038182,-0.0892204984127273,-0.202719610690909,-0.390616475454545,0.126601952223636,-0.201293600836364,-0.337691553998182,0.187173273083636,-0.366754584181818,-0.342094133472727,-0.0793217985272727,-0.618395882909091,-0.661897291818182,0.174882650176364
"107","6","STANDING",0.288514847964912,-0.0184933795105263,-0.113748618936842,0.0367329385438597,0.0145887431929825,-0.247127078320175,0.945842213684211,-0.0748837141578947,0.0476892559280702,-0.955505764210526,-0.948986905964912,-0.914393143859649,0.0889931285789474,0.0130184768596491,-0.00835056525263158,0.0383889842947368,0.0108499934873684,-0.440429435964912,-0.0581058864817544,-0.0828331841736842,0.0853774111964912,-0.330370142649123,-0.263164315473684,-0.159712894649123,-0.0998434319491228,-0.0470037798947368,-0.0746754516631579,-0.390096280175439,-0.510360869824561,-0.307250448192982,0.0662052235631579,-0.0264018461929825,0.0662052235631579,-0.0264018461929825,-0.0540231336134912,0.0297425954,-0.0743948203017544,-0.309881703175439,-0.437192448421053,-0.513023570526316,0.0252153157894737,0.0599389094561403,-0.27602375677193,0.0391966486561404,-0.0774243991,-0.294679706403509,-0.303450654403509,0.153314808266667,0.16607749905614,-0.00944043130877193,-0.0174797401017544,-0.378039175654386,-0.00480675440701755,-0.0300536190438596,-0.502433703859649,-0.255930467912281,-0.215168863017544,-0.0550425741736842,-0.226200087807193,-0.315112090157895,-0.0828471943192983,-0.367698153912281,-0.242167731,-0.264057965596491,-0.175995824421053,-0.086837044922807,-0.0873293143333333,0.0493236879122807,-0.225426678861403,0.159590848868421,0.0555333203508772,-0.0161227868661404,0.0699739152764912,-0.355159809842105,-0.401518407701754,0.0390609063418772,-0.51026915877193,-0.552208498245614,0.115188695038596
